wav,text,duration,speaker,language,Vulnerable_vs._Emotionally_Detached_best,High-Pitched_vs._Low-Pitched_best,Pain_best,Astonishment_Surprise_best,Confusion_best,Triumph_best,Sexual_Lust_best,Contemplation_best,Impatience_and_Irritability_best,Helplessness_best,Sourness_best,Arousal_best,Confident_vs._Hesitant_best,Soft_vs._Harsh_best,Warm_vs._Cold_best,Interest_best,Fear_best,Background_Noise_best,Elation_best,Infatuation_best,Embarrassment_best,Disappointment_best,Disgust_best,Jealousy_&_Envy_best,Contentment_best,Relief_best,Recording_Quality_best,Amusement_best,Pride_best,Age_best,Emotional_Numbness_best,Submissive_vs._Dominant_best,Awe_best,Hope_Enthusiasm_Optimism_best,Teasing_best,Bitterness_best,Longing_best,Pleasure_Ecstasy_best,Contempt_best,Thankfulness_Gratitude_best,Valence_best,Intoxication_Altered_States_of_Consciousness_best,Shame_best,Sadness_best,Serious_vs._Humorous_best,Doubt_best,Affection_best,Gender_best,Authenticity_best,Distress_best,Fatigue_Exhaustion_best,Monotone_vs._Expressive_best,Anger_best,Concentration_best,Malevolence_Malice_best
./data/emilia_xyz/worker_3_EN_B00000_S00023_W000137.wav," This, this big wodge of qualities and originally I was thinking about how I could break them down and to match them up into the quality into the categories, but that that was a futile practice that that did not really get me anywhere. But we do see some of Aristotle's categories showing up here. We see, um, we see.",20.828,EN_B00000_S00023,en,0.91015625,1.3359375,0.69140625,0.00408935546875,-0.00201416015625,1.2421875,0.408203125,0.326171875,-0.02099609375,-0.0029144287109375,-0.00537109375,1.6171875,1.1640625,0.56640625,0.154296875,0.8828125,0.01068115234375,1.1953125,1.0625,0.1689453125,-0.0576171875,2.8967857360839844e-05,0.00732421875,0.07568359375,0.92578125,0.384765625,1.8125,-0.000640869140625,1.4609375,0.70703125,1.921875,-0.07666015625,-5.751848220825195e-06,0.0517578125,0.111328125,0.0125732421875,1.234375,1.5,-0.003936767578125,2.25,-0.10791015625,0.0771484375,0.009765625,0.8359375,0.5859375,0.005218505859375,1.21875,-0.15625,1.984375,2.0742416381835938e-05,0.031982421875,1.8828125,-0.000263214111328125,6.020069122314453e-06,0.60546875
./data/emilia_xyz/worker_3_EN_B00000_S00703_W000003.wav," In hindsight, seems obvious that was going to end in tears, but look, anyway, I'm, I'm talking about Arby's, the famous sandwich chain. That is right, guys. We are teaming up with Arby's, and I gotta tell you, I'm pretty excited about this deal. Alright, Arby's, Arby's has it all. Roast beef, curly fries, uh, well, everything except, uh, jetpacks, but, you know, they might have some time down the track now that",28.37,EN_B00000_S00703,en,1.4140625,2.078125,-0.00115203857421875,0.55078125,0.625,0.27734375,0.010009765625,0.8359375,0.337890625,-0.004241943359375,0.1826171875,2.671875,1.3125,0.07373046875,0.404296875,2.609375,-0.023193359375,0.73828125,1.3203125,-0.01019287109375,0.11962890625,0.8046875,0.0028076171875,0.0888671875,0.796875,0.025634765625,2.3125,0.82421875,1.234375,3.078125,-0.002044677734375,0.6640625,-3.5017728805541992e-06,1.765625,0.53125,0.87109375,-0.0113525390625,0.55078125,0.140625,0.0654296875,1.1953125,0.76953125,0.0174560546875,-6.467103958129883e-06,1.1484375,0.26953125,0.0072021484375,-1.140625,2.65625,2.0742416381835938e-05,0.0225830078125,2.296875,0.81640625,1.4765625,0.60546875
./data/emilia_xyz/worker_3_EN_B00000_S01243_W000048.wav," But then that becomes its own version of lacking awareness because it doesn't stop. Self-awareness never stops. It's aware of the aware and then you're sitting back from it. Like, and so deep meditation practice takes you those layers back where it's, yeah. I mean, it goes very fucking. So is that virtue?",22.957,EN_B00000_S01243,en,1.859375,1.9296875,-0.0031890869140625,0.0057373046875,1.203125,-0.0130615234375,0.10009765625,2.09375,0.328125,-0.0035247802734375,-0.01080322265625,1.546875,1.0546875,0.330078125,0.01470947265625,2.65625,-0.0277099609375,0.25,0.0125732421875,-0.04833984375,0.00061798095703125,0.62109375,0.00628662109375,0.1005859375,0.59765625,0.050537109375,2.5625,-0.00067901611328125,0.0086669921875,3.09375,-0.001190185546875,0.478515625,-1.0728836059570312e-05,0.06982421875,2.5153160095214844e-05,0.1298828125,0.26171875,-0.00189971923828125,-0.0004024505615234375,0.04150390625,0.00494384765625,-0.005035400390625,0.0167236328125,-2.384185791015625e-06,1.0859375,0.97265625,0.00732421875,-0.87890625,2.84375,2.0742416381835938e-05,0.010986328125,1.984375,-0.00872802734375,2.09375,0.0303955078125
./data/emilia_xyz/worker_3_EN_B00000_S01373_W000019.wav, Square have spoken about the changes they've made to the overall AI of the game,20.844,EN_B00000_S01373,en,0.82421875,1.359375,1.28125,0.0019073486328125,-0.0019683837890625,1.3515625,0.251953125,0.6484375,-0.02197265625,0.006500244140625,-0.00135040283203125,1.6484375,1.3671875,0.58203125,0.14453125,0.70703125,0.01611328125,1.1796875,0.359375,-0.0303955078125,-0.04150390625,0.0264892578125,0.00811767578125,0.046875,0.88671875,0.1591796875,2.046875,-0.000652313232421875,1.7734375,1.09375,1.875,-0.08642578125,-0.000873565673828125,0.0040283203125,2.2292137145996094e-05,0.019775390625,1.5703125,1.390625,-0.003875732421875,2.40625,-0.04833984375,-0.055908203125,0.00823974609375,1.2734375,0.64453125,0.004241943359375,1.28125,-0.007598876953125,2.34375,0.55078125,0.08447265625,1.984375,-0.000705718994140625,6.020069122314453e-06,0.06396484375
./data/emilia_xyz/worker_3_EN_B00000_S01073_W000060.wav," The funny one in my groups and that, like I'm being quite serious now, I'm sorry, but you know, like I'm, I'm, I'm, I'm kind of the, like, I'm like the funny one and was making people laugh and all that sort of thing. And it's, it's really interesting because it's like, when it comes to my material about being black, like it's really thought through and it's really considered whereas.",24.771,EN_B00000_S01073,en,0.86328125,1.34375,1.2109375,0.0024261474609375,-0.0022125244140625,0.036376953125,0.298828125,0.279296875,-0.00177001953125,0.1298828125,-0.002410888671875,1.8359375,1.140625,0.48046875,0.10498046875,0.052734375,0.0052490234375,0.86328125,0.012451171875,-0.03076171875,-0.044921875,0.98046875,0.0074462890625,0.08837890625,0.7421875,0.03369140625,2.109375,-0.00066375732421875,0.197265625,1.796875,0.90625,-0.027587890625,-9.715557098388672e-06,-0.0005950927734375,2.47955322265625e-05,0.022705078125,0.64453125,0.421875,-0.0010528564453125,1.828125,0.004791259765625,-0.0439453125,0.013916015625,1.3359375,0.67578125,0.0047607421875,0.004119873046875,-0.1904296875,2.390625,1.1875,0.94921875,1.6796875,0.484375,6.020069122314453e-06,0.11279296875
./data/emilia_xyz/worker_3_EN_B00000_S01283_W000029.wav," And so, but you see why people don't start. You see why people that already have created something of their own have such an aversion to putting something out into the world because you know that you're just going to get feedback from trolls. And so it's, what's easier is to just do nothing and doing nothing doesn't necessarily",21.052,EN_B00000_S01283,en,0.91015625,1.296875,0.6015625,0.0038604736328125,-0.0032196044921875,0.9609375,0.2421875,0.578125,-0.008056640625,0.0004730224609375,-0.01336669921875,1.6015625,1.296875,0.5234375,0.10595703125,0.78125,0.005645751953125,1.0703125,0.0224609375,-0.003814697265625,-0.045654296875,2.9206275939941406e-05,0.006103515625,0.0830078125,0.80078125,0.06884765625,1.7578125,-0.00061798095703125,1.3828125,0.65234375,1.65625,-0.126953125,-8.463859558105469e-06,-0.00049591064453125,0.08544921875,0.0167236328125,0.78515625,1.1875,-0.0037994384765625,1.9453125,-0.01214599609375,-0.0034027099609375,0.011962890625,0.58984375,0.65234375,0.00543212890625,1.1796875,-0.0062255859375,2.0,0.3203125,0.043212890625,1.8359375,0.0020751953125,6.020069122314453e-06,0.1689453125
./data/emilia_xyz/worker_3_EN_B00000_S00563_W000020.wav," No, no, no, he had a bad car accident. He lives in the States. He's a little dude and, um, no, I'll get there. I'll find it. Anyway, he was this guy's personal assistant. So he lived over in the States and he was his personal assistant and this guy loved.",21.884,EN_B00000_S00563,en,0.87109375,1.3515625,0.55859375,0.003387451171875,0.0037689208984375,0.431640625,0.279296875,0.1728515625,-0.00128936767578125,0.006591796875,-0.007080078125,1.78125,1.2734375,0.5625,0.0732421875,0.8515625,0.00640869140625,1.1015625,0.02392578125,0.1787109375,-0.044677734375,2.9921531677246094e-05,0.0079345703125,0.07177734375,0.78125,0.05419921875,1.84375,-0.00064849853515625,1.1484375,0.66796875,1.609375,-0.134765625,-1.0013580322265625e-05,-0.000514984130859375,2.3365020751953125e-05,0.0164794921875,0.84375,1.1796875,-0.003814697265625,1.90625,-0.08447265625,0.07373046875,0.01409912109375,0.9375,0.478515625,0.005401611328125,1.3125,-0.173828125,2.046875,0.7109375,0.1376953125,1.9140625,0.0098876953125,6.020069122314453e-06,0.25
./data/emilia_xyz/worker_3_EN_B00000_S00023_W000511.wav," Uh, because a surface cannot be black and white at the same time. A fire, like, uh, uh, uh, a fire cannot be hot and cold at the same time. It can undergo change, which involves time, to, to become a different state. But it cannot be two contrary qualities at the same time.",20.068,EN_B00000_S00023,en,1.2109375,1.4453125,-0.0022735595703125,0.00024318695068359375,0.4453125,-0.01177978515625,-0.03759765625,0.040283203125,-0.0096435546875,-0.00445556640625,-0.007354736328125,1.25,2.03125,0.63671875,0.051025390625,1.2578125,0.029541015625,0.7265625,0.51171875,-0.0230712890625,-0.052490234375,1.952052116394043e-06,0.0042724609375,0.04443359375,0.7578125,0.73046875,1.6015625,-0.000701904296875,0.322265625,2.484375,-0.0029449462890625,-0.1611328125,-3.0547380447387695e-06,0.376953125,0.0732421875,0.0027313232421875,-0.0257568359375,0.099609375,-0.0010528564453125,0.07373046875,0.004974365234375,-0.056640625,0.00421142578125,-1.6689300537109375e-06,0.94921875,0.625,0.007293701171875,-0.0062255859375,2.078125,2.0742416381835938e-05,0.02197265625,1.734375,-8.106231689453125e-05,0.7109375,0.056640625
./data/emilia_xyz/worker_3_EN_B00000_S01293_W000103.wav," How's this going? How's this going? How's this going? How's this person performing? Oh, like, you know, and he's just coaching me. Like he, he's giving me CEO and leadership coaching, but then he's also kind of coaching me through problems and how to solve certain things. And, you know, maybe this isn't jiving or like, you know, we've got a problem here or like, you know, where should we allocate, you know, funds or budget here or what do we do to solve that?",21.532,EN_B00000_S01293,en,0.875,1.3046875,1.03125,0.0028839111328125,0.0223388671875,0.86328125,0.2109375,0.478515625,0.016845703125,0.0291748046875,-0.01397705078125,1.96875,1.53125,0.38671875,0.0179443359375,0.08984375,0.1572265625,1.15625,0.0125732421875,-0.0301513671875,-0.0269775390625,3.039836883544922e-05,0.0074462890625,0.08642578125,0.71484375,0.050048828125,1.6953125,-0.000598907470703125,0.8359375,0.62890625,1.828125,-0.1796875,-1.0967254638671875e-05,-0.000713348388671875,2.3126602172851562e-05,0.0198974609375,0.5703125,0.6953125,-0.003814697265625,1.7109375,0.00482177734375,-0.04150390625,0.01336669921875,1.0390625,0.625,0.005340576171875,0.1181640625,-0.0062255859375,2.140625,1.0859375,0.71484375,1.734375,0.0185546875,6.020069122314453e-06,0.054443359375
./data/emilia_xyz/worker_3_EN_B00000_S00123_W000010.wav," And then appear when you play on PC. Now, next up, with all these companies trying to get us to sign up to their services, if you do sign yourself up to their services, especially my rewards, within the Witcher 3 Wild Hunt, you'll receive the Sword of the Nine-Tailed Vixen, White Tiger of the West Armor, the Dol Blathana Armor Set, and a Roach Card. We've also got quite a few quality of life changes on the Switch version. They have finally added the, uh, quick sign casting option. As the name suggests, it means that you can quickly change between signs without having to open up",30.0,EN_B00000_S00123,en,2.1875,2.140625,-0.00341796875,0.005523681640625,-0.00128936767578125,-0.014404296875,-0.00201416015625,0.58203125,-0.00799560546875,-0.004547119140625,0.000888824462890625,1.984375,0.78515625,0.53515625,0.62109375,2.46875,-0.0059814453125,0.79296875,0.6875,-0.01239013671875,0.021728515625,7.539987564086914e-06,0.50390625,0.10498046875,0.88671875,0.03857421875,3.546875,0.00080108642578125,0.04443359375,3.515625,0.0201416015625,0.87109375,-5.692243576049805e-06,2.203125,0.60546875,0.0015716552734375,0.0025177001953125,0.35546875,0.0032806396484375,1.140625,1.1953125,-0.0250244140625,0.00592041015625,1.2442469596862793e-06,1.2421875,0.0034942626953125,0.7421875,-1.2890625,3.0,2.0742416381835938e-05,-0.01318359375,2.375,-0.00177764892578125,2.0625,0.061279296875
./data/emilia_xyz/worker_3_EN_B00000_S00033_W000006.wav," Now, turning fast was a problem that made the cube unstable, but the cube, when I'm not turning that fast, is quite stable, so I thought it could be good for one hand. I got one good solve in competition with this, because I don't really practice one-handed anymore. I may practice again soon one day. So for people faster than me, you may not agree with me on this. I'm just not turning that fast for one hand, which is why this cube is good. So for now, the Wu Wei is my one-handed main.",20.988,EN_B00000_S00033,en,0.875,1.3515625,0.86328125,0.0034027099609375,-0.003204345703125,-0.007232666015625,0.166015625,0.66796875,-0.02685546875,0.22265625,-0.015380859375,1.3671875,1.0625,0.486328125,0.11181640625,1.4609375,-0.0166015625,0.73046875,0.012451171875,0.078125,-0.048828125,0.95703125,0.007049560546875,0.0771484375,0.75390625,0.04541015625,1.921875,-0.00066375732421875,0.0018768310546875,2.421875,0.78515625,-0.01708984375,-7.599592208862305e-06,0.010009765625,0.01318359375,0.021240234375,0.9921875,0.69921875,-0.003509521484375,1.8046875,0.0048828125,0.07958984375,0.017822265625,1.171875,0.65234375,0.00665283203125,1.0234375,-0.44921875,2.1875,0.7734375,0.125,1.625,0.00244140625,0.232421875,0.169921875
./data/emilia_xyz/worker_3_EN_B00000_S00643_W000002.wav," Anything you want, but it's a little more limited than that. You can use what's known as the Ultra Hand to pick up items and then fuse them together. There's an element of those locking together to make this a little easier, and then you can rotate them, flatten them out, and place them back within the world. Now, these are not only used for getting around so you can create vehicles, but you'll also need this as an essential component to many of the dungeons and those shrines that Glen mentioned.",24.898,EN_B00000_S00643,en,0.90625,1.5,1.1484375,0.0025787353515625,-0.0032806396484375,-0.00885009765625,0.1943359375,0.578125,-0.00994873046875,0.0284423828125,-0.014404296875,1.6015625,1.25,0.51953125,0.1220703125,0.25,0.00177001953125,0.74609375,0.01251220703125,-0.028076171875,-0.04541015625,1.0703125,0.006683349609375,0.0810546875,0.73046875,0.0341796875,2.046875,-0.000644683837890625,0.00189971923828125,2.171875,0.9765625,-0.0791015625,-8.225440979003906e-06,-0.00058746337890625,2.3365020751953125e-05,0.0213623046875,0.92578125,0.7265625,-0.003173828125,1.09375,0.004852294921875,-0.029052734375,0.019287109375,1.2421875,0.71484375,0.00628662109375,0.8515625,-0.1435546875,2.375,1.0625,0.408203125,1.734375,0.3984375,6.020069122314453e-06,0.283203125
./data/emilia_xyz/worker_3_EN_B00000_S00703_W000039.wav," Alright, can we maybe make up a little scoreboard or something, guys? Something that says, Barry 1, Dan 0? We can't? Oh, uhm, well, can someone just email Dan for me? Just, just tell him it's, it's 1-0 Barry. He'll know what it means. Uhm,",21.172,EN_B00000_S00703,en,0.9296875,1.3203125,0.8515625,0.0034332275390625,-0.002593994140625,1.125,0.22265625,0.328125,-0.00689697265625,-0.003692626953125,-0.00885009765625,1.609375,1.4453125,0.6015625,0.0966796875,0.5625,0.00909423828125,1.1484375,0.271484375,-0.0286865234375,-0.042236328125,3.0040740966796875e-05,0.006439208984375,0.0693359375,0.84375,0.0517578125,1.796875,-0.00061798095703125,1.4921875,0.68359375,1.859375,-0.1630859375,-8.821487426757812e-06,-0.00054931640625,2.2292137145996094e-05,0.0157470703125,1.015625,1.265625,-0.0038909912109375,2.296875,-0.00982666015625,-0.038818359375,0.00787353515625,0.6484375,0.6171875,0.00457763671875,1.15625,-0.0062255859375,2.15625,0.294921875,0.08837890625,1.90625,0.00064849853515625,6.020069122314453e-06,0.053955078125
